2025-08-22 11:09:00 | INFO     | spider.xueqiu_spider:get_user_posts:78 - 尝试第 1 次获取用户 1411330371 的数据...
2025-08-22 11:09:22 | INFO     | utils.scheduler:run_single_spider:256 - 爬虫 xueqiu - 1411330371 获取到 21 条帖子，新增 0 条
2025-08-22 11:09:23 | INFO     | spider.xueqiu_spider:get_initial_cookies:55 - 访问用户页面 1411330371...
2025-08-22 11:09:23 | INFO     | spider.xueqiu_spider:get_initial_cookies:61 - 成功获取用户页面
2025-08-22 11:09:23 | WARNING  | spider.xueqiu_spider:_try_api_endpoint:130 - 检测到WAF拦截
2025-08-22 11:09:27 | INFO     | spider.xueqiu_spider:_try_api_endpoint:137 - API成功获取 21 条动态
2025-08-22 11:09:27 | SUCCESS  | spider.xueqiu_spider:get_user_posts:95 - 成功获取用户 1411330371 的 21 条动态
2025-08-22 11:09:27 | INFO     | utils.scheduler:run_single_spider:245 - 爬虫 xueqiu - 1411330371 获取到 21 条帖子，新增 0 条
2025-08-22 11:10:00 | INFO     | spider.xueqiu_spider:get_user_posts:78 - 尝试第 1 次获取用户 1411330371 的数据...
2025-08-22 11:10:00 | INFO     | spider.xueqiu_spider:get_initial_cookies:50 - 访问雪球首页...
2025-08-22 11:10:00 | INFO     | spider.xueqiu_spider:get_user_posts:78 - 尝试第 1 次获取用户 1411330371 的数据...
2025-08-22 11:10:00 | INFO     | spider.xueqiu_spider:get_initial_cookies:50 - 访问雪球首页...
2025-08-22 11:10:01 | INFO     | spider.xueqiu_spider:get_initial_cookies:55 - 访问用户页面 1411330371...
2025-08-22 11:10:01 | INFO     | spider.xueqiu_spider:get_initial_cookies:61 - 成功获取用户页面
2025-08-22 11:10:01 | WARNING  | spider.xueqiu_spider:_try_api_endpoint:130 - 检测到WAF拦截
2025-08-22 11:10:03 | INFO     | spider.xueqiu_spider:get_initial_cookies:55 - 访问用户页面 1411330371...
2025-08-22 11:10:03 | INFO     | spider.xueqiu_spider:get_initial_cookies:61 - 成功获取用户页面
2025-08-22 11:10:03 | WARNING  | spider.xueqiu_spider:_try_api_endpoint:130 - 检测到WAF拦截
2025-08-22 11:10:10 | WARNING  | spider.xueqiu_spider:get_user_posts:101 - 第 1 次API尝试失败
2025-08-22 11:10:12 | WARNING  | spider.xueqiu_spider:get_user_posts:101 - 第 1 次API尝试失败
2025-08-22 11:10:16 | INFO     | spider.xueqiu_spider:get_user_posts:78 - 尝试第 2 次获取用户 1411330371 的数据...
2025-08-22 11:10:16 | INFO     | spider.xueqiu_spider:get_initial_cookies:50 - 访问雪球首页...
2025-08-22 11:10:18 | INFO     | spider.xueqiu_spider:get_initial_cookies:55 - 访问用户页面 1411330371...
2025-08-22 11:10:18 | INFO     | spider.xueqiu_spider:get_initial_cookies:61 - 成功获取用户页面
2025-08-22 11:10:18 | WARNING  | spider.xueqiu_spider:_try_api_endpoint:130 - 检测到WAF拦截
2025-08-22 11:10:18 | INFO     | spider.xueqiu_spider:get_user_posts:78 - 尝试第 2 次获取用户 1411330371 的数据...
2025-08-22 11:10:18 | INFO     | spider.xueqiu_spider:get_initial_cookies:50 - 访问雪球首页...
2025-08-22 11:10:21 | INFO     | spider.xueqiu_spider:_try_api_endpoint:137 - API成功获取 21 条动态
2025-08-22 11:10:21 | SUCCESS  | spider.xueqiu_spider:get_user_posts:95 - 成功获取用户 1411330371 的 21 条动态
2025-08-22 11:10:21 | INFO     | utils.scheduler:run_single_spider:245 - 爬虫 xueqiu - 1411330371 获取到 21 条帖子，新增 0 条
2025-08-22 11:10:21 | INFO     | spider.xueqiu_spider:get_initial_cookies:55 - 访问用户页面 1411330371...
2025-08-22 11:10:21 | INFO     | spider.xueqiu_spider:get_initial_cookies:61 - 成功获取用户页面
2025-08-22 11:10:21 | WARNING  | spider.xueqiu_spider:_try_api_endpoint:130 - 检测到WAF拦截
2025-08-22 11:10:24 | INFO     | spider.xueqiu_spider:_try_api_endpoint:137 - API成功获取 21 条动态
2025-08-22 11:10:24 | SUCCESS  | spider.xueqiu_spider:get_user_posts:95 - 成功获取用户 1411330371 的 21 条动态
2025-08-22 11:10:24 | INFO     | utils.scheduler:run_single_spider:256 - 爬虫 xueqiu - 1411330371 获取到 21 条帖子，新增 0 条
2025-08-22 11:10:49 | INFO     | utils.scheduler:stop:351 - 调度器已停止
2025-08-22 11:10:49 | INFO     | web.app:cleanup:70 - 调度器已停止
2025-08-22 11:10:50 | INFO     | __main__:<module>:7 - 启动Web管理界面服务器（包含定时调度器）
2025-08-22 11:10:50 | INFO     | web.app:initialize_app:50 - 数据库初始化完成
2025-08-22 11:10:50 | WARNING  | utils.scheduler:add_spider_job:136 - 无法更新下次执行时间: can't compare offset-naive and offset-aware datetimes
2025-08-22 11:10:50 | INFO     | utils.scheduler:add_spider_job:146 - 添加爬虫任务: xueqiu-7587175580, 类型: interval, 间隔: 300秒
2025-08-22 11:10:50 | WARNING  | utils.scheduler:add_spider_job:136 - 无法更新下次执行时间: can't compare offset-naive and offset-aware datetimes
2025-08-22 11:10:50 | INFO     | utils.scheduler:add_spider_job:146 - 添加爬虫任务: xueqiu-1079205489, 类型: interval, 间隔: 300秒
2025-08-22 11:10:50 | WARNING  | utils.scheduler:add_spider_job:136 - 无法更新下次执行时间: can't compare offset-naive and offset-aware datetimes
2025-08-22 11:10:50 | INFO     | utils.scheduler:add_spider_job:146 - 添加爬虫任务: xueqiu-1411330371, 类型: interval, 间隔: 300秒
2025-08-22 11:10:50 | WARNING  | utils.scheduler:add_spider_job:136 - 无法更新下次执行时间: can't compare offset-naive and offset-aware datetimes
2025-08-22 11:10:50 | INFO     | utils.scheduler:add_spider_job:146 - 添加爬虫任务: xueqiu-6070369404, 类型: interval, 间隔: 300秒
2025-08-22 11:10:50 | WARNING  | utils.scheduler:add_spider_job:136 - 无法更新下次执行时间: can't compare offset-naive and offset-aware datetimes
2025-08-22 11:10:50 | INFO     | utils.scheduler:add_spider_job:146 - 添加爬虫任务: xueqiu-1198987021, 类型: interval, 间隔: 300秒
2025-08-22 11:10:50 | INFO     | utils.scheduler:add_spider_job:146 - 添加爬虫任务: xueqiu-1411330371, 类型: cron, 间隔: 300秒
2025-08-22 11:10:50 | INFO     | utils.scheduler:load_spider_jobs:68 - 加载了 6 个爬虫任务
2025-08-22 11:10:50 | INFO     | utils.scheduler:start:50 - 调度器启动成功
2025-08-22 11:10:50 | INFO     | web.app:initialize_app:55 - 调度器已集成到Flask应用
2025-08-22 11:11:00 | INFO     | spider.xueqiu_spider:get_user_posts:78 - 尝试第 1 次获取用户 1411330371 的数据...
2025-08-22 11:11:00 | INFO     | spider.xueqiu_spider:get_initial_cookies:50 - 访问雪球首页...
2025-08-22 11:11:00 | INFO     | spider.xueqiu_spider:get_user_posts:78 - 尝试第 1 次获取用户 1411330371 的数据...
2025-08-22 11:11:00 | INFO     | spider.xueqiu_spider:get_initial_cookies:50 - 访问雪球首页...
2025-08-22 11:11:00 | INFO     | spider.xueqiu_spider:authenticate:23 - 雪球爬虫认证成功（无需登录）
2025-08-22 11:11:00 | INFO     | spider.xueqiu_spider:get_user_posts:78 - 尝试第 1 次获取用户 7587175580 的数据...
2025-08-22 11:11:00 | INFO     | spider.xueqiu_spider:get_initial_cookies:50 - 访问雪球首页...
2025-08-22 11:11:00 | INFO     | spider.xueqiu_spider:authenticate:23 - 雪球爬虫认证成功（无需登录）
2025-08-22 11:11:00 | INFO     | spider.xueqiu_spider:get_user_posts:78 - 尝试第 1 次获取用户 1079205489 的数据...
2025-08-22 11:11:00 | INFO     | spider.xueqiu_spider:get_initial_cookies:50 - 访问雪球首页...
2025-08-22 11:11:00 | INFO     | spider.xueqiu_spider:authenticate:23 - 雪球爬虫认证成功（无需登录）
2025-08-22 11:11:00 | INFO     | spider.xueqiu_spider:get_user_posts:78 - 尝试第 1 次获取用户 1411330371 的数据...
2025-08-22 11:11:00 | INFO     | spider.xueqiu_spider:get_initial_cookies:50 - 访问雪球首页...
2025-08-22 11:11:00 | INFO     | spider.xueqiu_spider:authenticate:23 - 雪球爬虫认证成功（无需登录）
2025-08-22 11:11:00 | INFO     | spider.xueqiu_spider:get_user_posts:78 - 尝试第 1 次获取用户 6070369404 的数据...
2025-08-22 11:11:00 | INFO     | spider.xueqiu_spider:get_initial_cookies:50 - 访问雪球首页...
2025-08-22 11:11:00 | INFO     | spider.xueqiu_spider:authenticate:23 - 雪球爬虫认证成功（无需登录）
2025-08-22 11:11:00 | INFO     | spider.xueqiu_spider:get_user_posts:78 - 尝试第 1 次获取用户 1198987021 的数据...
2025-08-22 11:11:00 | INFO     | spider.xueqiu_spider:get_initial_cookies:50 - 访问雪球首页...
2025-08-22 11:11:01 | INFO     | spider.xueqiu_spider:get_initial_cookies:55 - 访问用户页面 1411330371...
2025-08-22 11:11:01 | INFO     | spider.xueqiu_spider:get_initial_cookies:61 - 成功获取用户页面
2025-08-22 11:11:01 | WARNING  | spider.xueqiu_spider:_try_api_endpoint:130 - 检测到WAF拦截
2025-08-22 11:11:01 | INFO     | spider.xueqiu_spider:get_initial_cookies:55 - 访问用户页面 1411330371...
2025-08-22 11:11:01 | INFO     | spider.xueqiu_spider:get_initial_cookies:55 - 访问用户页面 1411330371...
2025-08-22 11:11:01 | INFO     | spider.xueqiu_spider:get_initial_cookies:61 - 成功获取用户页面
2025-08-22 11:11:01 | INFO     | spider.xueqiu_spider:get_initial_cookies:61 - 成功获取用户页面
2025-08-22 11:11:02 | WARNING  | spider.xueqiu_spider:_try_api_endpoint:130 - 检测到WAF拦截
2025-08-22 11:11:02 | WARNING  | spider.xueqiu_spider:_try_api_endpoint:130 - 检测到WAF拦截
2025-08-22 11:11:02 | INFO     | spider.xueqiu_spider:get_initial_cookies:55 - 访问用户页面 6070369404...
2025-08-22 11:11:02 | INFO     | spider.xueqiu_spider:get_initial_cookies:61 - 成功获取用户页面
2025-08-22 11:11:02 | WARNING  | spider.xueqiu_spider:_try_api_endpoint:130 - 检测到WAF拦截
2025-08-22 11:11:02 | INFO     | spider.xueqiu_spider:get_initial_cookies:55 - 访问用户页面 1079205489...
2025-08-22 11:11:02 | INFO     | spider.xueqiu_spider:get_initial_cookies:61 - 成功获取用户页面
2025-08-22 11:11:02 | INFO     | spider.xueqiu_spider:get_initial_cookies:55 - 访问用户页面 7587175580...
2025-08-22 11:11:02 | INFO     | spider.xueqiu_spider:get_initial_cookies:55 - 访问用户页面 1198987021...
2025-08-22 11:11:02 | INFO     | spider.xueqiu_spider:get_initial_cookies:61 - 成功获取用户页面
2025-08-22 11:11:02 | WARNING  | spider.xueqiu_spider:_try_api_endpoint:130 - 检测到WAF拦截
2025-08-22 11:11:02 | WARNING  | spider.xueqiu_spider:_try_api_endpoint:130 - 检测到WAF拦截
2025-08-22 11:11:02 | INFO     | spider.xueqiu_spider:get_initial_cookies:61 - 成功获取用户页面
2025-08-22 11:11:02 | WARNING  | spider.xueqiu_spider:_try_api_endpoint:130 - 检测到WAF拦截
2025-08-22 11:11:07 | INFO     | utils.scheduler:stop:313 - 调度器已停止
2025-08-22 11:11:07 | INFO     | web.app:cleanup:70 - 调度器已停止
2025-08-22 11:11:08 | INFO     | __main__:<module>:7 - 启动Web管理界面服务器（包含定时调度器）
2025-08-22 11:11:08 | INFO     | web.app:initialize_app:50 - 数据库初始化完成
2025-08-22 11:11:08 | WARNING  | utils.scheduler:add_spider_job:136 - 无法更新下次执行时间: can't compare offset-naive and offset-aware datetimes
2025-08-22 11:11:08 | INFO     | utils.scheduler:add_spider_job:146 - 添加爬虫任务: xueqiu-7587175580, 类型: interval, 间隔: 300秒
2025-08-22 11:11:08 | WARNING  | utils.scheduler:add_spider_job:136 - 无法更新下次执行时间: can't compare offset-naive and offset-aware datetimes
2025-08-22 11:11:08 | INFO     | utils.scheduler:add_spider_job:146 - 添加爬虫任务: xueqiu-1079205489, 类型: interval, 间隔: 300秒
2025-08-22 11:11:08 | WARNING  | utils.scheduler:add_spider_job:136 - 无法更新下次执行时间: can't compare offset-naive and offset-aware datetimes
2025-08-22 11:11:08 | INFO     | utils.scheduler:add_spider_job:146 - 添加爬虫任务: xueqiu-1411330371, 类型: interval, 间隔: 300秒
2025-08-22 11:11:08 | WARNING  | utils.scheduler:add_spider_job:136 - 无法更新下次执行时间: can't compare offset-naive and offset-aware datetimes
2025-08-22 11:11:08 | INFO     | utils.scheduler:add_spider_job:146 - 添加爬虫任务: xueqiu-6070369404, 类型: interval, 间隔: 300秒
2025-08-22 11:11:08 | WARNING  | utils.scheduler:add_spider_job:136 - 无法更新下次执行时间: can't compare offset-naive and offset-aware datetimes
2025-08-22 11:11:08 | INFO     | utils.scheduler:add_spider_job:146 - 添加爬虫任务: xueqiu-1198987021, 类型: interval, 间隔: 300秒
2025-08-22 11:11:08 | INFO     | utils.scheduler:add_spider_job:146 - 添加爬虫任务: xueqiu-1411330371, 类型: cron, 间隔: 300秒
2025-08-22 11:11:08 | INFO     | utils.scheduler:load_spider_jobs:68 - 加载了 6 个爬虫任务
2025-08-22 11:11:08 | INFO     | utils.scheduler:start:50 - 调度器启动成功
2025-08-22 11:11:08 | INFO     | web.app:initialize_app:55 - 调度器已集成到Flask应用
2025-08-22 11:11:09 | INFO     | __main__:<module>:7 - 启动Web管理界面服务器（包含定时调度器）
2025-08-22 11:11:09 | INFO     | web.app:initialize_app:50 - 数据库初始化完成
2025-08-22 11:11:09 | WARNING  | utils.scheduler:add_spider_job:136 - 无法更新下次执行时间: can't compare offset-naive and offset-aware datetimes
2025-08-22 11:11:09 | INFO     | utils.scheduler:add_spider_job:146 - 添加爬虫任务: xueqiu-7587175580, 类型: interval, 间隔: 300秒
2025-08-22 11:11:09 | WARNING  | utils.scheduler:add_spider_job:136 - 无法更新下次执行时间: can't compare offset-naive and offset-aware datetimes
2025-08-22 11:11:09 | INFO     | utils.scheduler:add_spider_job:146 - 添加爬虫任务: xueqiu-1079205489, 类型: interval, 间隔: 300秒
2025-08-22 11:11:09 | WARNING  | utils.scheduler:add_spider_job:136 - 无法更新下次执行时间: can't compare offset-naive and offset-aware datetimes
2025-08-22 11:11:09 | INFO     | utils.scheduler:add_spider_job:146 - 添加爬虫任务: xueqiu-1411330371, 类型: interval, 间隔: 300秒
2025-08-22 11:11:09 | WARNING  | utils.scheduler:add_spider_job:136 - 无法更新下次执行时间: can't compare offset-naive and offset-aware datetimes
2025-08-22 11:11:09 | INFO     | utils.scheduler:add_spider_job:146 - 添加爬虫任务: xueqiu-6070369404, 类型: interval, 间隔: 300秒
2025-08-22 11:11:09 | WARNING  | utils.scheduler:add_spider_job:136 - 无法更新下次执行时间: can't compare offset-naive and offset-aware datetimes
2025-08-22 11:11:09 | INFO     | utils.scheduler:add_spider_job:146 - 添加爬虫任务: xueqiu-1198987021, 类型: interval, 间隔: 300秒
2025-08-22 11:11:09 | INFO     | utils.scheduler:add_spider_job:146 - 添加爬虫任务: xueqiu-1411330371, 类型: cron, 间隔: 300秒
2025-08-22 11:11:09 | INFO     | utils.scheduler:load_spider_jobs:68 - 加载了 6 个爬虫任务
2025-08-22 11:11:09 | INFO     | utils.scheduler:start:50 - 调度器启动成功
2025-08-22 11:11:09 | INFO     | web.app:initialize_app:55 - 调度器已集成到Flask应用
2025-08-22 11:11:19 | INFO     | web.routes.spider:spider_config:67 - 获取到6个爬虫配置
2025-08-22 11:11:23 | INFO     | web.routes.notification:notification_config:16 - 访问通知配置页面
2025-08-22 11:11:23 | INFO     | web.routes.notification:notification_config:35 - 获取到1个通知配置
2025-08-22 11:11:24 | INFO     | web.routes.spider:spider_config:67 - 获取到6个爬虫配置
2025-08-22 11:11:24 | INFO     | web.routes.message:messages:13 - 访问消息页面
2025-08-22 11:11:24 | INFO     | web.routes.message:messages:101 - 获取到20条消息，第1页，共122条
2025-08-22 11:11:31 | INFO     | web.routes.message:messages:13 - 访问消息页面
2025-08-22 11:11:31 | INFO     | web.routes.message:messages:101 - 获取到20条消息，第1页，共42条
2025-08-22 11:12:00 | INFO     | spider.xueqiu_spider:get_user_posts:78 - 尝试第 1 次获取用户 1411330371 的数据...
2025-08-22 11:12:00 | INFO     | spider.xueqiu_spider:get_initial_cookies:50 - 访问雪球首页...
2025-08-22 11:12:00 | INFO     | spider.xueqiu_spider:get_user_posts:78 - 尝试第 1 次获取用户 1411330371 的数据...
2025-08-22 11:12:00 | INFO     | spider.xueqiu_spider:get_initial_cookies:50 - 访问雪球首页...
2025-08-22 11:12:03 | INFO     | spider.xueqiu_spider:get_initial_cookies:55 - 访问用户页面 1411330371...
2025-08-22 11:12:04 | INFO     | spider.xueqiu_spider:get_initial_cookies:61 - 成功获取用户页面
2025-08-22 11:12:04 | INFO     | spider.xueqiu_spider:get_initial_cookies:55 - 访问用户页面 1411330371...
2025-08-22 11:12:04 | WARNING  | spider.xueqiu_spider:_try_api_endpoint:130 - 检测到WAF拦截
2025-08-22 11:12:04 | INFO     | spider.xueqiu_spider:get_initial_cookies:61 - 成功获取用户页面
2025-08-22 11:12:04 | WARNING  | spider.xueqiu_spider:_try_api_endpoint:130 - 检测到WAF拦截
2025-08-22 11:12:12 | WARNING  | spider.xueqiu_spider:get_user_posts:101 - 第 1 次API尝试失败
2025-08-22 11:12:15 | WARNING  | spider.xueqiu_spider:get_user_posts:101 - 第 1 次API尝试失败
2025-08-22 11:12:18 | INFO     | spider.xueqiu_spider:get_user_posts:78 - 尝试第 2 次获取用户 1411330371 的数据...
2025-08-22 11:12:18 | INFO     | spider.xueqiu_spider:get_initial_cookies:50 - 访问雪球首页...
2025-08-22 11:12:19 | INFO     | spider.xueqiu_spider:get_initial_cookies:55 - 访问用户页面 1411330371...
2025-08-22 11:12:19 | INFO     | spider.xueqiu_spider:get_initial_cookies:61 - 成功获取用户页面
2025-08-22 11:12:19 | WARNING  | spider.xueqiu_spider:_try_api_endpoint:130 - 检测到WAF拦截
2025-08-22 11:12:22 | INFO     | spider.xueqiu_spider:_try_api_endpoint:137 - API成功获取 21 条动态
2025-08-22 11:12:22 | SUCCESS  | spider.xueqiu_spider:get_user_posts:95 - 成功获取用户 1411330371 的 21 条动态
2025-08-22 11:12:22 | INFO     | utils.scheduler:run_single_spider:256 - 爬虫 xueqiu - 1411330371 获取到 21 条帖子，新增 0 条
2025-08-22 11:12:24 | INFO     | spider.xueqiu_spider:get_user_posts:78 - 尝试第 2 次获取用户 1411330371 的数据...
2025-08-22 11:12:24 | INFO     | spider.xueqiu_spider:get_initial_cookies:50 - 访问雪球首页...
2025-08-22 11:12:25 | INFO     | spider.xueqiu_spider:get_initial_cookies:55 - 访问用户页面 1411330371...
2025-08-22 11:12:25 | INFO     | spider.xueqiu_spider:get_initial_cookies:61 - 成功获取用户页面
2025-08-22 11:12:25 | WARNING  | spider.xueqiu_spider:_try_api_endpoint:130 - 检测到WAF拦截
2025-08-22 11:12:28 | INFO     | spider.xueqiu_spider:_try_api_endpoint:137 - API成功获取 21 条动态
2025-08-22 11:12:28 | SUCCESS  | spider.xueqiu_spider:get_user_posts:95 - 成功获取用户 1411330371 的 21 条动态
2025-08-22 11:12:28 | INFO     | utils.scheduler:run_single_spider:256 - 爬虫 xueqiu - 1411330371 获取到 21 条帖子，新增 0 条
2025-08-22 11:13:00 | INFO     | spider.xueqiu_spider:get_user_posts:78 - 尝试第 1 次获取用户 1411330371 的数据...
2025-08-22 11:13:00 | INFO     | spider.xueqiu_spider:get_initial_cookies:50 - 访问雪球首页...
2025-08-22 11:13:00 | INFO     | spider.xueqiu_spider:get_user_posts:78 - 尝试第 1 次获取用户 1411330371 的数据...
2025-08-22 11:13:00 | INFO     | spider.xueqiu_spider:get_initial_cookies:50 - 访问雪球首页...
2025-08-22 11:13:01 | INFO     | spider.xueqiu_spider:get_initial_cookies:55 - 访问用户页面 1411330371...
2025-08-22 11:13:01 | INFO     | spider.xueqiu_spider:get_initial_cookies:61 - 成功获取用户页面
2025-08-22 11:13:01 | WARNING  | spider.xueqiu_spider:_try_api_endpoint:130 - 检测到WAF拦截
2025-08-22 11:13:02 | INFO     | spider.xueqiu_spider:get_initial_cookies:55 - 访问用户页面 1411330371...
2025-08-22 11:13:02 | INFO     | spider.xueqiu_spider:get_initial_cookies:61 - 成功获取用户页面
2025-08-22 11:13:03 | WARNING  | spider.xueqiu_spider:_try_api_endpoint:130 - 检测到WAF拦截
2025-08-22 11:13:11 | WARNING  | spider.xueqiu_spider:get_user_posts:101 - 第 1 次API尝试失败
2025-08-22 11:13:15 | WARNING  | spider.xueqiu_spider:get_user_posts:101 - 第 1 次API尝试失败
2025-08-22 11:13:19 | INFO     | spider.xueqiu_spider:get_user_posts:78 - 尝试第 2 次获取用户 1411330371 的数据...
2025-08-22 11:13:19 | INFO     | spider.xueqiu_spider:get_initial_cookies:50 - 访问雪球首页...
2025-08-22 11:13:21 | INFO     | spider.xueqiu_spider:get_user_posts:78 - 尝试第 2 次获取用户 1411330371 的数据...
2025-08-22 11:13:21 | INFO     | spider.xueqiu_spider:get_initial_cookies:50 - 访问雪球首页...
2025-08-22 11:13:21 | INFO     | spider.xueqiu_spider:get_initial_cookies:55 - 访问用户页面 1411330371...
2025-08-22 11:13:21 | INFO     | spider.xueqiu_spider:get_initial_cookies:61 - 成功获取用户页面
2025-08-22 11:13:21 | WARNING  | spider.xueqiu_spider:_try_api_endpoint:130 - 检测到WAF拦截
2025-08-22 11:13:23 | INFO     | spider.xueqiu_spider:get_initial_cookies:55 - 访问用户页面 1411330371...
2025-08-22 11:13:23 | INFO     | spider.xueqiu_spider:get_initial_cookies:61 - 成功获取用户页面
2025-08-22 11:13:23 | WARNING  | spider.xueqiu_spider:_try_api_endpoint:130 - 检测到WAF拦截
2025-08-22 11:13:26 | INFO     | spider.xueqiu_spider:_try_api_endpoint:137 - API成功获取 21 条动态
2025-08-22 11:13:26 | SUCCESS  | spider.xueqiu_spider:get_user_posts:95 - 成功获取用户 1411330371 的 21 条动态
2025-08-22 11:13:26 | INFO     | utils.scheduler:run_single_spider:256 - 爬虫 xueqiu - 1411330371 获取到 21 条帖子，新增 0 条
2025-08-22 11:13:28 | INFO     | spider.xueqiu_spider:_try_api_endpoint:137 - API成功获取 21 条动态
2025-08-22 11:13:28 | SUCCESS  | spider.xueqiu_spider:get_user_posts:95 - 成功获取用户 1411330371 的 21 条动态
2025-08-22 11:13:28 | INFO     | utils.scheduler:run_single_spider:256 - 爬虫 xueqiu - 1411330371 获取到 21 条帖子，新增 0 条
2025-08-22 11:14:00 | INFO     | spider.xueqiu_spider:get_user_posts:78 - 尝试第 1 次获取用户 1411330371 的数据...
2025-08-22 11:14:00 | INFO     | spider.xueqiu_spider:get_user_posts:78 - 尝试第 1 次获取用户 1411330371 的数据...
2025-08-22 11:14:00 | INFO     | spider.xueqiu_spider:get_initial_cookies:50 - 访问雪球首页...
2025-08-22 11:14:00 | INFO     | spider.xueqiu_spider:get_initial_cookies:50 - 访问雪球首页...
2025-08-22 11:14:01 | INFO     | spider.xueqiu_spider:get_initial_cookies:55 - 访问用户页面 1411330371...
2025-08-22 11:14:01 | INFO     | spider.xueqiu_spider:get_initial_cookies:61 - 成功获取用户页面
2025-08-22 11:14:01 | WARNING  | spider.xueqiu_spider:_try_api_endpoint:130 - 检测到WAF拦截
2025-08-22 11:14:02 | INFO     | spider.xueqiu_spider:get_initial_cookies:55 - 访问用户页面 1411330371...
2025-08-22 11:14:02 | INFO     | spider.xueqiu_spider:get_initial_cookies:61 - 成功获取用户页面
2025-08-22 11:14:02 | WARNING  | spider.xueqiu_spider:_try_api_endpoint:130 - 检测到WAF拦截
2025-08-22 11:14:12 | WARNING  | spider.xueqiu_spider:get_user_posts:101 - 第 1 次API尝试失败
2025-08-22 11:14:12 | WARNING  | spider.xueqiu_spider:get_user_posts:101 - 第 1 次API尝试失败
2025-08-22 11:14:19 | INFO     | spider.xueqiu_spider:get_user_posts:78 - 尝试第 2 次获取用户 1411330371 的数据...
2025-08-22 11:14:19 | INFO     | spider.xueqiu_spider:get_initial_cookies:50 - 访问雪球首页...
2025-08-22 11:14:21 | INFO     | spider.xueqiu_spider:get_user_posts:78 - 尝试第 2 次获取用户 1411330371 的数据...
2025-08-22 11:14:21 | INFO     | spider.xueqiu_spider:get_initial_cookies:50 - 访问雪球首页...
2025-08-22 11:14:22 | INFO     | spider.xueqiu_spider:get_initial_cookies:55 - 访问用户页面 1411330371...
2025-08-22 11:14:22 | INFO     | spider.xueqiu_spider:get_initial_cookies:61 - 成功获取用户页面
2025-08-22 11:14:22 | WARNING  | spider.xueqiu_spider:_try_api_endpoint:130 - 检测到WAF拦截
2025-08-22 11:14:24 | INFO     | spider.xueqiu_spider:get_initial_cookies:55 - 访问用户页面 1411330371...
2025-08-22 11:14:24 | INFO     | spider.xueqiu_spider:get_initial_cookies:61 - 成功获取用户页面
2025-08-22 11:14:24 | WARNING  | spider.xueqiu_spider:_try_api_endpoint:130 - 检测到WAF拦截
2025-08-22 11:14:25 | INFO     | spider.xueqiu_spider:_try_api_endpoint:137 - API成功获取 21 条动态
2025-08-22 11:14:25 | SUCCESS  | spider.xueqiu_spider:get_user_posts:95 - 成功获取用户 1411330371 的 21 条动态
2025-08-22 11:14:25 | INFO     | utils.scheduler:run_single_spider:256 - 爬虫 xueqiu - 1411330371 获取到 21 条帖子，新增 0 条
